ano,cidade,foto_url,km,link,loja,preco,titulo
2024,Sorocaba,https://www.comprecar.com.br/storage/vehicles/thumb/874709ae-85fd-42a5-9b6d-f2a60372ce24.webp,KM 66.668,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/sorocaba/hb20-10-tgdi-flex-comfort-manual-2294440,Ômega Comendador,"R$75.900,00",Hyundai HB20 1.0 TGDI FLEX COMFORT MANUAL 4 portas 2024 Ômega Comendador Sorocaba
2025,Sorocaba,https://www.comprecar.com.br/storage/vehicles/thumb/854e418f-3c35-4241-8ad2-35da4901b9f2.webp,KM 34.000,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/sorocaba/mobi-10-evo-flex-like-manual-2273539,Automec Chevrolet,"R$66.900,00",Fiat MOBI 1.0 EVO FLEX LIKE. MANUAL 4 portas 2025 Automec Chevrolet Sorocaba
2021,Sorocaba,https://www.comprecar.com.br/storage/vehicles/thumb/21a240ca-6355-4bf7-b881-93ed8b58d51b.webp,KM 107.000,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/sorocaba/fiorino-14-mpi-furgao-endurance-8v-2297153,DLara Veículos,"R$74.900,00",Fiat FIORINO 1.4 MPI Furgão Endurance 8V 2 portas 2021 DLara Veículos Sorocaba
1994,Iperó,https://www.comprecar.com.br/storage/vehicles/thumb/0426baff-2b2a-4f2f-8ec2-c96410f99f74.webp,KM 78.300,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/ipero/ipanema-18-efi-gl-8v-4p-manual-2245342,Ônix Motors,"R$24.990,00",CHEVROLET IPANEMA - 1.8 EFI GL 8V 4P MANUAL 4 portas 1994 Ônix Motors Iperó
2020,Iperó,https://www.comprecar.com.br/storage/vehicles/thumb/3a62588a-1c59-4077-8a88-a6b578b41515.webp,KM 244.500,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/ipero/strada-14-mpi-hard-working-cs-8v-2p-manual-2219650,Ônix Motors,"R$55.990,00",Fiat STRADA - 1.4 MPI HARD WORKING CS 8V 2P MANUAL 2 portas 2020 Ônix Motors Iperó
2025,Boituva,https://www.comprecar.com.br/storage/vehicles/thumb/c94a2612-60ec-4301-8aa8-1539b21bdee5.webp,KM 9.310,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/boituva/pulse-13-turbo-270-abarth-2294841,Cartrom Veiculos,"R$135.900,00",Fiat PULSE 1.3 Turbo 270 Abarth 4 portas 2025 Cartrom Veiculos Boituva
2021,Sorocaba,https://www.comprecar.com.br/storage/vehicles/thumb/877483f3-c3a0-4e7a-8ba2-c5fad1548cdb.webp,KM 80.000,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/sorocaba/nivus-10-200-tsi-highline-2296000,Rio Branco Veículos,"R$102.990,00",Volkswagen NIVUS 1.0 200 TSI Highline 4 portas 2021 Rio Branco Veículos Sorocaba
2010,Sorocaba,https://www.comprecar.com.br/storage/vehicles/thumb/3162c17a-cf17-44d6-a74b-fd1e8b0d5f05.webp,KM 160.000,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/sorocaba/vectra-20-mpfi-elegance-8v-140cv-2297141,Della Automóveis,"R$45.890,00",CHEVROLET VECTRA 2.0 MPFI Elegance 8V 140cv 4 portas 2010 Della Automóveis Sorocaba
2023,Sorocaba,https://www.comprecar.com.br/storage/vehicles/thumb/87315ff2-7a7b-4ce7-83de-680dd24a3a5c.webp,KM 59.000,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/sorocaba/e-js1-ext-2298169,Vimar Veiculos,"R$75.900,00",JAC E-JS1 Ext 4 portas 2023 Vimar Veiculos Sorocaba
2025,Sorocaba,https://www.comprecar.com.br/storage/vehicles/thumb/26934db9-7b2c-4fce-a269-5b879294368d.webp,KM 25.600,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/sorocaba/compass-13-longitude-nigth-eagle4x2-2290616,GC Veículos Sorocaba,"R$174.990,00",JEEP COMPASS 1.3 LONGITUDE NIGTH EAGLE4X2 4 portas 2025 GC Veículos Sorocaba Sorocaba
2014,Indaiatuba,https://www.comprecar.com.br/storage/vehicles/thumb/86b0d915-2b9f-48c8-adf9-aeef08449ee7.webp,KM 150.000,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/indaiatuba/civic-20-lxr-16v-4p-automatico-2284104,Renova Automoveis,"R$72.900,00",Honda CIVIC - 2.0 LXR 16V 4P AUTOMÁTICO 4 portas 2014 Renova Automoveis Indaiatuba
2022,Boituva,https://www.comprecar.com.br/storage/vehicles/thumb/4d059207-08a9-4bee-b44a-0f7fa91cb47d.webp,KM 73.100,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/boituva/corolla-cross-18-vvt-i-hybrid-xrv-2285135,Cartrom Veiculos,"R$144.900,00",Toyota COROLLA CROSS 1.8 VVT-I Hybrid XRV 4 portas 2022 Cartrom Veiculos Boituva
2009,Sorocaba,https://www.comprecar.com.br/storage/vehicles/thumb/e54cb25d-1b85-4ebb-938c-2fa96736524f.webp,KM 180.000,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/sorocaba/hilux-27-dx-4x2-cd-16v-2297134,DLara Veículos,"R$84.900,00",Toyota HILUX 2.7 DX 4X2 CD 16V 4 portas 2009 DLara Veículos Sorocaba
2024,Boituva,https://www.comprecar.com.br/storage/vehicles/thumb/64316b69-1f2f-4089-a55e-379780303e0c.webp,KM 7.000,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/boituva/corolla-20-xei-16v-2296942,Cartrom Veiculos,"R$154.900,00",Toyota COROLLA 2.0 XEI 16V 4 portas 2024 Cartrom Veiculos Boituva
2012,Jundiaí,https://www.comprecar.com.br/storage/vehicles/thumb/836dab6e-9826-403d-a760-a4d4feaa1038.webp,KM 176.481,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/jundiai/ranger-30-xl-16v-4x4-cd-2253352,Inter Auto Multimarcas,"R$72.900,00",FORD RANGER 3.0 XL 16V 4X4 CD 4 portas 2012 Inter Auto Multimarcas Jundiaí
2018,Iperó,https://www.comprecar.com.br/storage/vehicles/thumb/9e8d60d0-b247-4a46-a9a9-120d2635b621.webp,KM 98.154,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/ipero/fox-16-msi-comfortline-8v-4p-manual-2275764,Ônix Motors,"R$57.990,00",Volkswagen FOX - 1.6 MSI COMFORTLINE 8V 4P MANUAL 4 portas 2018 Ônix Motors Iperó
2009,Sorocaba,https://www.comprecar.com.br/storage/vehicles/thumb/44a14b83-08a1-49a1-941f-ef126aaf3fa2.webp,KM 172.000,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/sorocaba/blazer-24-4p-flex-advantage-2292581,Up Prime Veículos,"R$49.900,00",CHEVROLET Blazer 2.4 4P FLEX ADVANTAGE 4 portas 2009 Up Prime Veículos Sorocaba
2017,Sorocaba,https://www.comprecar.com.br/storage/vehicles/thumb/73670c78-5b89-4d3d-8d3b-55cc6f458e4e.webp,KM 127.000,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/sorocaba/fiesta-16-sel-hatch-16v-2288760,Dias Multimarcas,"R$55.900,00",FORD FIESTA 1.6 SEL Hatch 16V 4 portas 2017 Dias Multimarcas Sorocaba
2023,Campinas,https://www.comprecar.com.br/storage/vehicles/thumb/20440417-bd5e-430d-9898-41701b206adb.webp,KM 45.316,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/campinas/mobi-10-evo-flex-like-manual-2292940,Localiza Amoreiras,"R$56.790,00",Fiat MOBI 1.0 EVO FLEX LIKE. MANUAL 4 portas 2023 Localiza Amoreiras Campinas
2023,Sorocaba,https://www.comprecar.com.br/storage/vehicles/thumb/5412110f-2f34-4d69-b988-246bc7152754.webp,KM 27.000,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/sorocaba/hb20-10-12v-comfort-2286990,Vimar Veiculos,"R$65.900,00",Hyundai HB20 1.0 12V Comfort 4 portas 2023 Vimar Veiculos Sorocaba
2014,Sorocaba,https://www.comprecar.com.br/storage/vehicles/thumb/524a7533-f5fb-496d-85c1-da1894922e03.webp,KM 180.000,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/sorocaba/s10-28-16v-lt-cabine-dupla-turbo-diesel-2292597,Up Prime Veículos,"R$104.900,00",CHEVROLET S10 2.8 16V LT CABINE DUPLA TURBO DIESEL 4 portas 2014 Up Prime Veículos Sorocaba
2017,Sorocaba,https://www.comprecar.com.br/storage/vehicles/thumb/a24bf1c8-3890-4bc8-8884-531c6afd4628.webp,KM 150.000,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/sorocaba/up-10-12v-4p-flex-run-2292604,Up Prime Veículos,"R$47.900,00",Volkswagen UP 1.0 12V 4P FLEX RUN 4 portas 2017 Up Prime Veículos Sorocaba
2008,Sorocaba,https://www.comprecar.com.br/storage/vehicles/thumb/ba8e4249-2a89-4682-9e1a-cc74e9b9d0ff.webp,KM 168.000,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/sorocaba/celta-10-vhc-flex-life-2292683,Up Prime Veículos,"R$19.900,00",CHEVROLET Celta 1.0 VHC FLEX LIFE 2 portas 2008 Up Prime Veículos Sorocaba
2018,Sorocaba,https://www.comprecar.com.br/storage/vehicles/thumb/61f029e5-a307-42bc-bf76-2226326b7629.webp,KM 150.000,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/sorocaba/sandero-10-4p-flex-authentique-2296016,Up Prime Veículos,"R$41.900,00",Renault Sandero 1.0 4P FLEX AUTHENTIQUE 4 portas 2018 Up Prime Veículos Sorocaba
2016,Iperó,https://www.comprecar.com.br/storage/vehicles/thumb/42860ff0-d0ec-4ac6-8eb2-e6ed5030f53b.webp,KM 134.000,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/ipero/sandero-16-stepway-8v-4p-manual-2281234,Ônix Motors,"R$45.990,00",Renault SANDERO - 1.6 STEPWAY 8V 4P MANUAL 4 portas 2016 Ônix Motors Iperó
2015,Jundiaí,https://www.comprecar.com.br/storage/vehicles/thumb/53e70c33-86d3-4cec-8947-7959404b8b24.webp,KM 136.947,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/jundiai/onix-14-mpfi-ltz-8v-2297047,Select Veículos Jundiaí,"R$54.900,00",CHEVROLET ONIX 1.4 MPFI LTZ 8V 4 portas 2015 Select Veículos Jundiaí Jundiaí
2025,Campinas,https://www.comprecar.com.br/storage/vehicles/thumb/c71e15e2-f561-4a13-9706-cd11c19c2547.webp,KM 28.547,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/campinas/c3-aircross-10-turbo-200-flex-feel-pack-cvt-2297124,Localiza Amoreiras,"R$109.190,00",CITROEN C3 AIRCROSS 1.0 TURBO 200 FLEX FEEL PACK CVT 4 portas 2025 Localiza Amoreiras Campinas
2025,Campinas,https://www.comprecar.com.br/storage/vehicles/thumb/1a174501-4612-4ea9-a9d4-4e6685a6f502.webp,KM 8.574,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/campinas/strada-13-firefly-flex-freedom-cd-manual-2297502,Localiza Moraes Salles,"R$123.990,00",Fiat STRADA 1.3 FIREFLY FLEX FREEDOM CD MANUAL 4 portas 2025 Localiza Moraes Salles Campinas
2013,Sorocaba,https://www.comprecar.com.br/storage/vehicles/thumb/990bd8b1-7f02-42dd-a1f9-5057ed962cc1.webp,KM 124.000,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/sorocaba/ecosport-16-freestyle-16v-2284087,Dias Multimarcas,"R$56.900,00",FORD ECOSPORT 1.6 Freestyle 16V 4 portas 2013 Dias Multimarcas Sorocaba
2016,Jundiaí,https://www.comprecar.com.br/storage/vehicles/thumb/efde1569-1869-4573-a00e-fd768c2f0c28.webp,KM 63.160,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/jundiai/onix-14-mpfi-ltz-8v-2292334,Select Veículos Jundiaí,"R$62.900,00",CHEVROLET ONIX 1.4 MPFI LTZ 8V 4 portas 2016 Select Veículos Jundiaí Jundiaí
2010,Sorocaba,https://www.comprecar.com.br/storage/vehicles/thumb/19750325-b2cf-4544-934f-acec6d9b1997.webp,KM 163.000,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/sorocaba/tucson-20-mpfi-gls-16v-143cv-2wd-2296925,Ponto Certo Veículos,"R$42.900,00",Hyundai TUCSON 2.0 MPFI GLS 16V 143cv 2WD 4 portas 2010 Ponto Certo Veículos Sorocaba
2019,Sorocaba,https://www.comprecar.com.br/storage/vehicles/thumb/f1d56028-7da6-45e0-ad26-1f192d571d88.webp,KM 173.000,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/sorocaba/cronos-13-firefly-drive-2296875,Renan,"R$59.900,00",Fiat CRONOS 1.3 Firefly Drive 4 portas 2019 Renan Sorocaba
2007,Sorocaba,https://www.comprecar.com.br/storage/vehicles/thumb/064857e3-afe9-438e-b0a2-d6e249309831.webp,KM 233.000,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/sorocaba/accord-20-ex-16v-2296826,Gazeta Veículos,"R$29.900,00",Honda ACCORD 2.0 EX 16V 4 portas 2007 Gazeta Veículos Sorocaba
2015,Indaiatuba,https://www.comprecar.com.br/storage/vehicles/thumb/d98745be-c352-45e7-b88e-d70a33c7f37b.webp,KM 115.000,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/indaiatuba/fox-16-mi-comfortline-8v-2296772,Intense Cars,"R$47.990,00",Volkswagen FOX 1.6 MI Comfortline 8V 4 portas 2015 Intense Cars Indaiatuba
2020,Americana,https://www.comprecar.com.br/storage/vehicles/thumb/d2de65e0-1a1f-4dd8-97c6-89d014cee5bf.webp,KM 77.000,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/americana/polo-10-mpi-2296724,Veron Motors,"R$65.900,00",Volkswagen POLO 1.0 MPI 4 portas 2020 Veron Motors Americana
2020,Sorocaba,https://www.comprecar.com.br/storage/vehicles/thumb/f7acdb10-d518-4933-9133-973df0c36e6e.webp,KM N/D,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/sorocaba/mobi-10-8v-evo-like-2296093,Mega Veículos,"R$50.000,00",Fiat MOBI 1.0 8V EVO Like. 4 portas 2020 Mega Veículos Sorocaba
2025,Sorocaba,https://www.comprecar.com.br/storage/vehicles/thumb/63f53eeb-f2a2-4fa0-a586-6536c9ee2067.webp,KM 41.244,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/sorocaba/virtus-10-170-tsi-4p-flex-automatico-2290550,GC Veículos Sorocaba,"R$105.990,00",Volkswagen VIRTUS 1.0 170 TSI 4P FLEX AUTOMÁTICO 4 portas 2025 GC Veículos Sorocaba Sorocaba
2019,Sorocaba,https://www.comprecar.com.br/storage/vehicles/thumb/aba7b8a1-3db9-405a-b494-373ad65428e3.webp,KM 69.000,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/sorocaba/captur-16-16v-sce-life-2257319,Vimar Veiculos,"R$73.900,00",Renault CAPTUR 1.6 16V SCE Life 4 portas 2019 Vimar Veiculos Sorocaba
2014,Sorocaba,https://www.comprecar.com.br/storage/vehicles/thumb/6d74b75e-6555-4c00-8890-c96252afbbcc.webp,KM 134.000,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/sorocaba/hb20-16-premium-16v-2296712,MR Multimarcas Veiculos,"R$56.900,00",Hyundai HB20 1.6 Premium 16V 4 portas 2014 MR Multimarcas Veiculos Sorocaba
2021,Sorocaba,https://www.comprecar.com.br/storage/vehicles/thumb/ed60df73-2e88-493a-a30a-b4f3b74fac7b.webp,KM 58.000,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/sorocaba/corolla-20-altis-16v-2296711,Holiver Veículos,"R$139.990,00",Toyota COROLLA 2.0 Altis 16V 4 portas 2021 Holiver Veículos Sorocaba
2013,Jundiaí,https://www.comprecar.com.br/storage/vehicles/thumb/a8764b1c-7865-4d98-bf13-6362d5d625da.webp,KM 72.000,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/jundiai/ka-10-mpi-8v-flex-2p-manual-2296571,Automóveis Bom Jesus,"R$27.900,00",FORD Ka 1.0 Mpi 8V Flex 2P Manual 2 portas 2013 Automóveis Bom Jesus Jundiaí
2012,Jundiaí,https://www.comprecar.com.br/storage/vehicles/thumb/2ab11ef9-13d9-4882-8993-9ba5ee62b161.webp,KM 122.000,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/jundiai/crv-20-lx-4x2-16v-2296572,Ravena Veículos,"R$74.900,00",Honda CRV 2.0 LX 4X2 16V 4 portas 2012 Ravena Veículos Jundiaí
2013,Jundiaí,https://www.comprecar.com.br/storage/vehicles/thumb/734b294d-53d4-466c-a360-70cab76a2684.webp,KM 115.000,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/jundiai/cerato-16-sx3-16v-2296568,Ravena Veículos,"R$54.900,00",Kia CERATO 1.6 SX3 16V 4 portas 2013 Ravena Veículos Jundiaí
2010,Votorantim,https://www.comprecar.com.br/storage/vehicles/thumb/55fd8755-0c39-485e-8175-bbba175cfc84.webp,KM 213.000,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/votorantim/classic-10-mpfi-ls-8v-2296554,Platinum Veiculos,"R$21.900,00",CHEVROLET CLASSIC 1.0 MPFI LS 8V 2 portas 2010 Platinum Veiculos Votorantim
2023,Campinas,https://www.comprecar.com.br/storage/vehicles/thumb/7b2b122b-c626-4ab1-99ad-f6104cd42b17.webp,KM 51.606,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/campinas/taos-14-250-tsi-total-flex-highline-automatico-2293533,Localiza Nossa Senhora,"R$151.990,00",Volkswagen TAOS 1.4 250 TSI TOTAL FLEX HIGHLINE AUTOMÁTICO 4 portas 2023 Localiza Nossa Senhora Campinas
2025,Sorocaba,https://www.comprecar.com.br/storage/vehicles/thumb/473d70d1-11dd-4c72-8aad-d46387babae9.webp,KM 32.771,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/sorocaba/tracker-10-turbo-flex-automatico-2292290,Localiza General,"R$109.990,00",CHEVROLET TRACKER 1.0 TURBO FLEX AUTOMÁTICO 4 portas 2025 Localiza General Sorocaba
2010,Sorocaba,https://www.comprecar.com.br/storage/vehicles/thumb/70edeea8-348d-4999-bb88-abc7db8e1689.webp,KM 149.000,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/sorocaba/captiva-36-sfi-awd-v6-24v-2298137,Vimar Veiculos,"R$33.900,00",CHEVROLET CAPTIVA 3.6 SFI AWD V6 24V 4 portas 2010 Vimar Veiculos Sorocaba
,mil,,,https://www.comprecar.com.brhttps://www.comprecar.com.br/citroen,até 70,,"Carros a venda ótimos preços Ficou mais fácil escolher um carro que encaixe no seu bolso. No site do Comprecar você encontra ótimas ofertas de carros, com variedade de marcas e modelos Localize seu veículo pela marca CITROEN Fiat FORD CHEVROLET Honda Hyundai PEUGEOT Renault Toyota Volkswagen Carros por faixa de valor até 25 mil até 30 mil até 40 mil até 50 mil até 60 mil até 70 mil"
2017,Sorocaba,https://www.comprecar.com.br/storage/vehicles/thumb/ee116cb4-5154-4513-b302-6ffa24646831.webp,KM 121.247,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/sorocaba/onix-14-mpfi-ltz-8v-flex-4p-manual-2288884,GC Veículos Sorocaba,"R$61.990,00",CHEVROLET ONIX 1.4 MPFI LTZ 8V FLEX 4P MANUAL 4 portas 2017 GC Veículos Sorocaba Sorocaba
2025,Sorocaba,https://www.comprecar.com.br/storage/vehicles/thumb/854e418f-3c35-4241-8ad2-35da4901b9f2.webp,KM 34.000,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/sorocaba/mobi-10-evo-flex-like-manual-2273539,Automec Chevrolet,"R$66.900,00",Fiat MOBI 1.0 EVO FLEX LIKE. MANUAL 4 portas 2025 Automec Chevrolet Sorocaba
2019,Sorocaba,https://www.comprecar.com.br/storage/vehicles/thumb/8897b13e-8372-4883-9147-ed0c43c296fd.webp,KM 124.000,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/sorocaba/amarok-20-comfortline-4x4-cd-16v-turbo-intercooler-diesel-4-2298455,Malentachi Veículos,"R$118.900,00",Volkswagen AMAROK 2.0 COMFORTLINE 4X4 CD 16V TURBO INTERCOOLER DIESEL 4 4 portas 2019 Malentachi Veículos Sorocaba
2011,Itu,https://www.comprecar.com.br/storage/vehicles/thumb/f0e8e076-1688-4ca1-9542-7c72def0f5e9.webp,KM 265.000,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/itu/astra-20-mpfi-advantage-8v-2296552,Chimini Multimarcas,"R$43.900,00",CHEVROLET ASTRA 2.0 MPFI Advantage 8V 4 portas 2011 Chimini Multimarcas Itu
2020,Piedade,https://www.comprecar.com.br/storage/vehicles/thumb/da5559c7-485f-4dea-bb84-3412858d2592.webp,KM 90.000,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/piedade/onix-10-mpfi-joy-8v-2296550,Vicam Automóveis,"R$52.900,00",CHEVROLET ONIX 1.0 MPFI JOY 8V 4 portas 2020 Vicam Automóveis Piedade
2010,Itu,https://www.comprecar.com.br/storage/vehicles/thumb/bf2d30bf-ab81-4b24-9b43-5c8035115e74.webp,KM 215.000,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/itu/astra-20-mpfi-advantage-8v-2296539,Chimini Multimarcas,"R$43.900,00",CHEVROLET ASTRA 2.0 MPFI Advantage 8V 4 portas 2010 Chimini Multimarcas Itu
2011,Votorantim,https://www.comprecar.com.br/storage/vehicles/thumb/0ef32ee1-7ca9-44b1-83ea-f8c70c347093.webp,KM 145.000,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/votorantim/sandero-16-16v-sce-expression-2296538,Platinum Veiculos,"R$31.900,00",Renault SANDERO 1.6 16V SCE Expression 4 portas 2011 Platinum Veiculos Votorantim
2023,Sorocaba,https://www.comprecar.com.br/storage/vehicles/thumb/db8cafb1-a4c3-4caa-b4d8-2cf5bbfe6680.webp,KM 56.000,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/sorocaba/kwid-10-12v-sce-zen-2296537,Ressio Multimarcas,"R$54.900,00",Renault KWID 1.0 12V SCE ZEN 4 portas 2023 Ressio Multimarcas Sorocaba
2014,Iperó,https://www.comprecar.com.br/storage/vehicles/thumb/bae437b5-56dc-4608-b651-3d4a318d7d1e.webp,KM 63.500,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/ipero/tracker-18-mpfi-freeride-4x2-16v-4p-manual-2282627,Ônix Motors,"R$63.990,00",CHEVROLET TRACKER - 1.8 MPFI FREERIDE 4X2 16V 4P MANUAL 4 portas 2014 Ônix Motors Iperó
2016,Sorocaba,https://www.comprecar.com.br/storage/vehicles/thumb/b6b4e391-5ff5-47fa-8275-d85da463406d.webp,KM 90.033,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/sorocaba/hr-v-18-16v-flex-ex-4p-automatico-2279283,Espanha Multimarcas 01,"R$88.900,00",Honda Hr-V 1.8 16V Flex Ex 4P Automático 4 portas 2016 Espanha Multimarcas 01 Sorocaba
2014,Sorocaba,https://www.comprecar.com.br/storage/vehicles/thumb/d71b2997-2ab9-47bc-9f7f-52409d4a9762.webp,KM 108.000,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/sorocaba/corolla-20-altis-16v-2280827,Dias Multimarcas,"R$74.900,00",Toyota COROLLA 2.0 Altis 16V 4 portas 2014 Dias Multimarcas Sorocaba
2025,Campinas,https://www.comprecar.com.br/storage/vehicles/thumb/acb04a78-3926-4fd0-bf1b-a2e6d71e38da.webp,KM 51.302,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/campinas/t-cross-10-200-tsi-total-flex-automatico-2292972,Localiza Amoreiras,"R$127.590,00",Volkswagen T-CROSS 1.0 200 TSI TOTAL FLEX AUTOMÁTICO 4 portas 2025 Localiza Amoreiras Campinas
2015,Iperó,https://www.comprecar.com.br/storage/vehicles/thumb/605746e2-f4b5-4602-b1ab-80fb295b21c7.webp,KM 133.500,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/ipero/hb20-16-comfort-plus-16v-4p-manual-2285818,Ônix Motors,"R$52.990,00",Hyundai HB20 - 1.6 COMFORT PLUS 16V 4P MANUAL 4 portas 2015 Ônix Motors Iperó
2014,Iperó,https://www.comprecar.com.br/storage/vehicles/thumb/286d2bab-b9fe-4d19-925c-5d9996fbb5e4.webp,KM 104.000,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/ipero/duster-16-dynamique-4x2-16v-4p-manual-2290106,Ônix Motors,"R$54.990,00",Renault DUSTER - 1.6 DYNAMIQUE 4X2 16V 4P MANUAL 4 portas 2014 Ônix Motors Iperó
2010,Jundiaí,https://www.comprecar.com.br/storage/vehicles/thumb/97fb1c77-8f0a-4d7a-85e8-2de358fbc5a3.webp,KM 154.914,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/jundiai/tucson-20-mpfi-gl-16v-143cv-2wd-2296533,Inter Auto Multimarcas,"R$42.900,00",Hyundai TUCSON 2.0 MPFI GL 16V 143cv 2WD 4 portas 2010 Inter Auto Multimarcas Jundiaí
2012,Jundiaí,https://www.comprecar.com.br/storage/vehicles/thumb/34cb8efd-eb01-4974-b2b0-9f4fdeddcea0.webp,KM 87.314,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/jundiai/fox-10-mi-8v-2296527,Inter Auto Multimarcas,"R$38.900,00",Volkswagen FOX 1.0 MI 8V 4 portas 2012 Inter Auto Multimarcas Jundiaí
2020,Jundiaí,https://www.comprecar.com.br/storage/vehicles/thumb/7a568906-5e0a-46d6-8841-3eee6526abd8.webp,KM 85.415,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/jundiai/onix-10-mpfi-joy-8v-2296521,Inter Auto Multimarcas,"R$53.900,00",CHEVROLET ONIX 1.0 MPFI JOY 8V 4 portas 2020 Inter Auto Multimarcas Jundiaí
2010,Jundiaí,https://www.comprecar.com.br/storage/vehicles/thumb/9eafdaf0-7eb4-4c4e-b2c2-00a873a886e3.webp,KM 132.219,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/jundiai/polo-sedan-16-mi-comfortline-8v-2296517,Inter Auto Multimarcas,"R$39.900,00",Volkswagen POLO SEDAN 1.6 MI Comfortline 8V 4 portas 2010 Inter Auto Multimarcas Jundiaí
2024,Sorocaba,https://www.comprecar.com.br/storage/vehicles/thumb/5e8c7585-7889-4a3b-934e-000d0388555a.webp,KM 47.300,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/sorocaba/hb20s-10-12v-flex-comfort-manual-2230767,Ômega Comendador,"R$80.900,00",Hyundai HB20S 1.0 12V FLEX COMFORT MANUAL 4 portas 2024 Ômega Comendador Sorocaba
2018,Sorocaba,https://www.comprecar.com.br/storage/vehicles/thumb/0767a30f-7612-4fd4-8484-f057d653bb21.webp,KM 80.000,https://www.comprecar.com.brhttps://www.comprecar.com.br/carros-usados/sorocaba/kicks-16-16v-sv-2298173,Vimar Veiculos,"R$73.900,00",NISSAN KICKS 1.6 16V SV 4 portas 2018 Vimar Veiculos Sorocaba
